time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-12 00:00:00+00:00,15,6,103,10
2023-09-13 00:00:00+00:00,10,6,18,6
2023-09-14 00:00:00+00:00,17,6,98,4
2023-09-15 00:00:00+00:00,31,6,55,6
2023-09-16 00:00:00+00:00,9,5,5,2
2023-09-17 00:00:00+00:00,11,3,12,4
2023-09-18 00:00:00+00:00,5,4,71,14
2023-09-19 00:00:00+00:00,138,8,210,9
2023-09-20 00:00:00+00:00,22,4,156,10
2023-09-21 00:00:00+00:00,39,3,69,6
2023-09-22 00:00:00+00:00,40,7,89,5
2023-09-23 00:00:00+00:00,38,10,50,6
2023-09-24 00:00:00+00:00,34,6,48,6
2023-09-25 00:00:00+00:00,90,4,186,13
