time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-06 00:00:00+00:00,17,6,,
2024-01-07 00:00:00+00:00,1,1,2.0,2.0
2024-01-08 00:00:00+00:00,39,9,71.0,9.0
2024-01-09 00:00:00+00:00,34,14,84.0,11.0
2024-01-10 00:00:00+00:00,15,9,79.0,10.0
2024-01-11 00:00:00+00:00,5,5,21.0,6.0
2024-01-12 00:00:00+00:00,2,2,53.0,5.0
2024-01-13 00:00:00+00:00,9,5,8.0,2.0
2024-01-14 00:00:00+00:00,17,7,59.0,6.0
2024-01-15 00:00:00+00:00,7,7,66.0,18.0
2024-01-16 00:00:00+00:00,17,6,95.0,11.0
2024-01-17 00:00:00+00:00,63,14,29.0,8.0
2024-01-18 00:00:00+00:00,7,7,45.0,6.0
2024-01-19 00:00:00+00:00,6,6,6.0,5.0
