time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-20 00:00:00+00:00,22,4,156,10
2023-09-21 00:00:00+00:00,39,3,69,6
2023-09-22 00:00:00+00:00,40,7,89,5
2023-09-23 00:00:00+00:00,38,10,50,6
2023-09-24 00:00:00+00:00,34,6,48,6
2023-09-25 00:00:00+00:00,91,4,186,13
2023-09-26 00:00:00+00:00,115,11,248,11
2023-09-27 00:00:00+00:00,37,4,115,11
2023-09-28 00:00:00+00:00,141,4,388,8
2023-09-29 00:00:00+00:00,5,3,17,4
2023-09-30 00:00:00+00:00,16,6,2,2
2023-10-01 00:00:00+00:00,3,2,7,3
2023-10-02 00:00:00+00:00,11,6,18,3
2023-10-03 00:00:00+00:00,13,5,158,10
