time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-28 00:00:00+00:00,31,27,12,7
2023-06-29 00:00:00+00:00,65,41,62,18
2023-06-30 00:00:00+00:00,65,44,31,5
2023-07-01 00:00:00+00:00,25,22,3,2
2023-07-02 00:00:00+00:00,7,3,7,5
2023-07-03 00:00:00+00:00,14,12,9,8
2023-07-04 00:00:00+00:00,122,71,8,5
2023-07-05 00:00:00+00:00,140,82,26,8
2023-07-06 00:00:00+00:00,90,64,33,10
2023-07-07 00:00:00+00:00,146,86,49,8
2023-07-08 00:00:00+00:00,97,58,12,3
2023-07-09 00:00:00+00:00,20,18,45,3
2023-07-10 00:00:00+00:00,8,6,52,8
2023-07-11 00:00:00+00:00,45,8,89,16
