time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-26 00:00:00+00:00,41,6,3.0,2.0
2025-08-27 00:00:00+00:00,2,2,7.0,5.0
2025-08-28 00:00:00+00:00,2,2,,
2025-08-29 00:00:00+00:00,3,3,11.0,3.0
2025-08-30 00:00:00+00:00,12,5,,
2025-08-31 00:00:00+00:00,4,4,,
2025-09-01 00:00:00+00:00,3,3,1.0,1.0
2025-09-02 00:00:00+00:00,3,3,1.0,1.0
2025-09-03 00:00:00+00:00,32,11,44.0,5.0
2025-09-04 00:00:00+00:00,3,3,,
2025-09-05 00:00:00+00:00,2,2,1.0,1.0
2025-09-06 00:00:00+00:00,26,5,,
2025-09-07 00:00:00+00:00,7,6,2.0,1.0
2025-09-08 00:00:00+00:00,2,2,1.0,1.0
