time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-04 00:00:00+00:00,3,2,61,4
2023-07-05 00:00:00+00:00,5,3,26,6
2023-07-06 00:00:00+00:00,6,4,72,3
2023-07-07 00:00:00+00:00,3,2,15,4
2023-07-08 00:00:00+00:00,3,2,4,2
2023-07-09 00:00:00+00:00,3,2,73,2
2023-07-10 00:00:00+00:00,4,3,30,7
2023-07-11 00:00:00+00:00,5,3,58,6
2023-07-12 00:00:00+00:00,4,2,15,3
2023-07-13 00:00:00+00:00,7,4,10,4
2023-07-14 00:00:00+00:00,4,3,13,3
2023-07-15 00:00:00+00:00,3,2,1,1
2023-07-16 00:00:00+00:00,4,3,10,2
2023-07-17 00:00:00+00:00,3,2,9,2
