time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-04 00:00:00+00:00,3,2,48,11
2023-05-05 00:00:00+00:00,5,3,46,8
2023-05-06 00:00:00+00:00,8,7,38,11
2023-05-07 00:00:00+00:00,5,4,35,9
2023-05-08 00:00:00+00:00,16,5,129,16
2023-05-09 00:00:00+00:00,25,6,180,13
2023-05-10 00:00:00+00:00,7,6,58,15
2023-05-11 00:00:00+00:00,5,4,31,7
2023-05-12 00:00:00+00:00,12,6,147,16
2023-05-13 00:00:00+00:00,4,3,33,4
2023-05-14 00:00:00+00:00,5,3,71,6
2023-05-15 00:00:00+00:00,7,6,103,11
2023-05-16 00:00:00+00:00,37,13,236,18
2023-05-17 00:00:00+00:00,5,4,107,17
